Date,Description,Category,Amount,Split,Tags
8/26/24,PAYPAL INST XFER,Other,-15.81,,
8/26/24,DEPOSIT,Other,164.12,,
9/4/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1609.67,,
9/5/24,Wealthfront EDI PYMNTS,Other,-1757.98,,
9/5/24,PURCHASE WOODMANS FOOD,Groceries,-33.65,,
9/6/24,PURCHASE WOODMANS FOOD,Groceries,-41.59,,
9/9/24,WITHDRAWAL,Other,-600.0,,
9/12/24,PAYPAL INST XFER,Other,-5.26,,
9/16/24,PURCHASE WOODMANS FOOD,Groceries,-67.5,,
9/17/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
9/18/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1530.54,,
9/19/24,Wealthfront EDI PYMNTS,Other,-757.22,,
9/23/24,PURCHASE WOODMANS FOOD,Groceries,-76.76,,
9/25/24,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
9/30/24,PURCHASE WOODMANS FOOD,Groceries,-79.94,,
10/2/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1673.01,,
10/3/24,Wealthfront EDI PYMNTS,Other,-1491.31,,
10/11/24,PAYPAL INST XFER,Other,-5.26,,
10/15/24,PAYPAL INST XFER,Other,-606.75,,
10/15/24,PURCHASE WOODMANS FOOD,Groceries,-106.21,,
10/16/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1587.64,,
10/17/24,Wealthfront EDI PYMNTS,Other,-869.42,,
10/17/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
10/21/24,PURCHASE WOODMANS FOOD,Groceries,-48.3,,
10/28/24,PURCHASE WOODMANS FOOD,Groceries,-74.95,,
10/28/24,PURCHASE WOODMANS FOOD,Other,-20.36,,
10/30/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1532.82,,
10/31/24,Wealthfront EDI PYMNTS,Other,-1363.89,,
11/4/24,PURCHASE WOODMANS FOOD,Groceries,-82.51,,
11/4/24,HUNTINGTON ATM CASH WITHDRAWAL,Other,-350.0,,
11/6/24,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
11/12/24,PURCHASE WENDY'S #0028,Fast Food,-16.84,,
11/12/24,PURCHASE WOODMANS FOOD,Groceries,-58.12,,
11/12/24,PAYPAL INST XFER,Other,-5.26,,
11/13/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1611.01,,
11/13/24,ROBINHOOD DEBITS,Other,-100.0,,
11/14/24,Wealthfront EDI PYMNTS,Other,-973.28,,
11/18/24,PURCHASE WOODMANS FOOD,Groceries,-28.1,,
11/18/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
11/25/24,PURCHASE WOODMANS FOOD,Groceries,-55.45,,
11/26/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1535.72,,
11/26/24,ROBINHOOD DEBITS,Other,-20.0,,
11/26/24,ROBINHOOD DEBITS,Other,-20.0,,
11/29/24,Wealthfront EDI PYMNTS,Other,-1386.85,,
12/2/24,PURCHASE WOODMANS FOOD,Groceries,-22.5,,
12/11/24,PURCHASE WOODMANS FOOD,Groceries,-67.74,,
12/11/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1871.06,,
12/11/24,PAYPAL INST XFER,Other,-5.26,,
12/12/24,ROBINHOOD DEBITS,Other,-128.64,,
12/12/24,Wealthfront EDI PYMNTS,Other,-1775.56,,
12/17/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
12/24/24,PURCHASE WOODMANS FOOD,Groceries,-40.13,,
12/24/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1650.83,,
12/26/24,Wealthfront EDI PYMNTS,Other,-1931.74,,
12/27/24,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
12/31/24,ROBINHOOD DEBITS,Other,-113.72,,
1/2/25,PLANET FITNESS K IClub Fees,Fitness,-49.0,,
1/6/25,PURCHASE WOODMANS FOOD,Groceries,-24.53,,
1/8/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1670.52,,
1/9/25,Wealthfront EDI PYMNTS,Other,-1483.27,,
1/13/25,PAYPAL INST XFER,Other,-5.26,,
1/14/25,PURCHASE WOODMANS FOOD,Groceries,-59.34,,
1/17/25,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
1/22/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1862.16,,
1/22/25,ROBINHOOD DEBITS,Other,-316.51,,
1/23/25,Wealthfront EDI PYMNTS,Other,-1455.73,,
1/24/25,ROBINHOOD DEBITS,Other,-129.31,,
1/24/25,HUNTINGTON ATM CASH WITHDRAWAL,Other,-500.0,,
1/30/25,PURCHASE WOODMANS FOOD,Groceries,-46.65,,
2/3/25,HUNTINGTON ATM CASH WITHDRAWAL,Other,-500.0,,
2/4/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
2/5/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1649.11,,
2/6/25,Wealthfront EDI PYMNTS,Other,-448.15,,
2/11/25,ROBINHOOD DEBITS,Other,-113.48,,
2/14/25,PURCHASE WOODMANS FOOD,Groceries,-76.76,,
2/18/25,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
2/19/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1955.9,,
2/19/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
2/20/25,Wealthfront EDI PYMNTS,Other,-1715.34,,
2/24/25,ROBINHOOD DEBITS,Other,-137.2,,
2/27/25,PURCHASE WOODMANS FOOD,Groceries,-72.53,,
3/5/25,BRIGHTSTAR FRANC DIRECT DEP,Other,2065.83,,
3/5/25,BRIGHTSTAR FRANC DIRECT DEP,Other,3534.84,,
3/6/25,Wealthfront EDI PYMNTS,Other,-5390.94,,
3/7/25,ROBINHOOD DEBITS,Other,-146.44,,
3/10/25,PURCHASE WOODMANS FOOD,Groceries,-67.66,,
3/17/25,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
3/18/25,PAYPAL INST XFER,Other,-4.99,,
3/19/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1857.78,,
3/20/25,Wealthfront EDI PYMNTS,Other,-1613.37,,
3/24/25,PURCHASE WOODMANS FOOD,Groceries,-92.44,,
3/25/25,ROBINHOOD DEBITS,Other,-128.94,,
4/2/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1869.48,,
4/4/25,Wealthfront EDI PYMNTS,Other,-1648.1,,
4/4/25,ROBINHOOD DEBITS,Other,-129.93,,
4/7/25,PURCHASE WOODMANS FOOD,Groceries,-79.0,,
4/9/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
4/14/25,PURCHASE WOODMANS FOOD,Groceries,-82.92,,
4/16/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1858.35,,
4/17/25,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
4/17/25,Wealthfront EDI PYMNTS,Other,-1541.5,,
4/18/25,PAYPAL INST XFER,Other,-4.99,,
4/22/25,ROBINHOOD DEBITS,Other,-128.99,,
4/28/25,PURCHASE WOODMANS FOOD,Groceries,-71.56,,
4/30/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1854.99,,
5/1/25,Wealthfront EDI PYMNTS,Other,-1624.13,,
5/5/25,ROBINHOOD DEBITS,Other,-128.71,,
5/12/25,PURCHASE WOODMANS FOOD,Groceries,-129.41,,
5/12/25,PURCHASE WOODMANS FOOD,Other,-73.83,,
5/14/25,BRIGHTSTAR FRANC DIRECT DEP,Other,2016.59,,
5/15/25,Wealthfront EDI PYMNTS,Other,-1684.64,,
5/19/25,PAYPAL INST XFER,Other,-4.99,,
5/20/25,PURCHASE WOODMANS FOOD,Groceries,-78.16,,
5/20/25,ROBINHOOD DEBITS,Other,-142.3,,
5/27/25,PURCHASE WOODMANS FOOD,Other,-121.59,,
5/28/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1914.52,,
5/29/25,Wealthfront EDI PYMNTS,Other,-1567.48,,
6/2/25,ROBINHOOD DEBITS,Other,-133.72,,
6/2/25,PURCHASE WOODMANS FOOD,Groceries,-32.84,,
6/6/25,PAYPAL INST XFER,Other,-24.95,,
6/11/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1853.69,,
6/12/25,Wealthfront EDI PYMNTS,Other,-1662.18,,
6/16/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
6/16/25,ROBINHOOD DEBITS,Other,-128.6,,
6/16/25,PURCHASE WOODMANS FOOD,Groceries,-52.56,,
6/25/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1866.92,,
6/26/25,Wealthfront EDI PYMNTS,Other,-1660.76,,
6/27/25,PURCHASE WOODMANS FOOD,Groceries,-99.57,,
6/27/25,ROBINHOOD DEBITS,Other,-129.71,,
7/7/25,PURCHASE WOODMANS FOOD,Groceries,-30.05,,
7/7/25,PURCHASE WOODMANS FOOD,Other,-8.99,,
7/9/25,BRIGHTSTAR FRANC DIRECT DEP,Other,2097.3,,
7/10/25,Wealthfront EDI PYMNTS,Other,-1828.98,,
7/10/25,PURCHASE WOODMANS FOOD,Groceries,-82.9,,
7/14/25,ROBINHOOD DEBITS,Other,-149.06,,
7/18/25,PURCHASE WOODMANS FOOD,Groceries,-97.21,,
7/23/25,BRIGHTSTAR FRANC DIRECT DEP,Other,1853.49,,
7/24/25,Wealthfront EDI PYMNTS,Other,-1524.32,,
7/29/25,ROBINHOOD DEBITS,Other,-128.58,,
7/30/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
8/1/25,PURCHASE WOODMANS GAS S,Gasoline,-83.33,,
8/1/25,HUNTINGTON ATM CASH WITHDRAWAL,Other,-500.0,,
8/4/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
8/4/25,PURCHASE WOODMANS FOOD,Groceries,-92.22,,
8/6/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,1853.69,,
8/7/25,Wealthfront EDI PYMNTS,Other,-999.56,,
8/12/25,ROBINHOOD DEBITS,Other,-128.6,,
8/15/25,PURCHASE WOODMANS FOOD,Groceries,-104.31,,
8/20/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,2017.91,,
8/21/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
8/21/25,Wealthfront EDI PYMNTS,Other,-1760.0,,
8/26/25,ROBINHOOD DEBITS,Other,-142.42,,
9/2/25,PURCHASE WOODMANS FOOD,Groceries,-100.93,,
9/3/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,1913.95,,
9/4/25,Wealthfront EDI PYMNTS,Other,-1670.6,,
9/11/25,NON-HUNTINGTON CASH WITHDRAWAL,Other,-101.5,,
9/11/25,Zelle Transaction 202509111759 HNA0JHI3HG11,Other,200.0,,
9/15/25,Zelle Transaction 202509131325 H50261519668,Other,-1124.0,,
9/15/25,PURCHASE WOODMANS FOOD,Groceries,-87.15,,
9/16/25,ROBINHOOD DEBITS,Other,-133.67,,
9/17/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,1854.63,,
9/18/25,Wealthfront EDI PYMNTS,Other,-608.31,,
9/22/25,PURCHASE WOODMANS FOOD,Groceries,-9.99,,
9/22/25,NON-HUNTINGTON ATM CASH WITHDRAWAL FEE,Other,-3.5,,
9/23/25,ROBINHOOD DEBITS,Other,-128.68,,
9/29/25,PURCHASE WOODMANS FOOD,Groceries,-82.25,,
10/1/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,1858.63,,
10/2/25,Wealthfront EDI PYMNTS,Other,-1634.21,,
10/6/25,PURCHASE WOODMANS FOOD,Groceries,-9.99,,
10/7/25,ROBINHOOD DEBITS,Other,-129.01,,
10/14/25,PURCHASE WOODMANS FOOD,Other,-73.88,,
10/14/25,PURCHASE WOODMANS FOOD,Groceries,-2.19,,
10/15/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,2115.49,,
10/16/25,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
10/16/25,Wealthfront EDI PYMNTS,Other,-1875.42,,
10/20/25,PURCHASE WOODMANS FOOD,Groceries,-9.29,,
10/20/25,ROBINHOOD DEBITS,Other,-150.47,,
10/27/25,PURCHASE WOODMANS FOOD,Groceries,-97.72,,
10/29/25,BRIGHTSTAR FRANC PAYROLL,Paycheck,1858.63,,
10/30/25,Wealthfront EDI PYMNTS,Other,-1601.15,,
11/3/25,PURCHASE WOODMANS FOOD,Groceries,-9.99,,
11/6/25,ROBINHOOD DEBITS,Other,-129.01,,
